9, 0.086986, 22741, 124237, 72.8594, 3.78914, -1, -1
6, 0.044716, 27320, 145202, 72.8594, 3.88583, -1, -1
7, 0.513194, 22663, 123998, 72.8594, 3.80267, -1, -1
8, 0.286183, 22663, 123958, 55.0089, 3.79297, -1, -1
9, 0.085803, 22663, 123958, 55.0089, 3.75677, -1, -1
6, 0.043179, 26525, 141114, 55.0089, 3.84057, -1, -1
7, 0.464538, 22599, 123681, 55.0089, 3.76728, -1, -1
8, 0.272648, 22599, 123660, 55.0089, 3.76201, -1, -1
9, 0.084352, 22599, 123660, 55.0089, 3.74082, -1, -1
6, 0.039404, 24690, 132399, 61.4077, 3.81104, -1, -1
7, 0.541284, 22626, 123871, 51.5136, 3.75523, -1, -1
8, 0.261261, 22626, 123872, 51.5136, 3.75192, -1, -1
9, 0.083393, 22626, 123872, 49.4075, 3.73365, -1, -1
6, 0.038201, 24363, 130655, 49.4075, 3.76407, -1, -1
7, 0.509132, 22593, 123726, 49.4075, 3.73825, -1, -1
8, 0.253813, 22593, 123722, 49.4075, 3.73662, -1, -1
9, 0.080714, 22593, 123722, 47.729, 3.72814, -1, -1
6, 0.038042, 24256, 130082, 47.729, 3.75815, -1, -1
7, 0.473362, 22613, 123827, 47.729, 3.73335, -1, -1
8, 0.251451, 22613, 123820, 47.729, 3.73144, -1, -1
9, 0.081616, 22613, 123820, 47.6635, 3.72547, -1, -1
6, 0.038697, 24655, 132271, 54.3767, 3.79493, -1, -1
7, 0.538892, 22765, 124681, 48.0154, 3.73998, -1, -1
8, 0.25867, 22765, 124667, 48.0154, 3.73544, -1, -1
9, 0.07877, 22765, 124667, 49.3955, 3.72649, -1, -1
6, 0.038553, 24510, 131449, 49.3955, 3.76261, -1, -1
7, 0.494902, 22828, 124993, 40.0598, 3.73114, -1, -1
8, 0.252483, 22828, 124989, 40.0598, 3.72909, -1, -1
9, 0.078991, 22828, 124989, 39.3031, 3.72361, -1, -1
6, 0.038787, 24422, 131004, 44.3141, 3.75406, -1, -1
7, 0.530906, 22821, 124969, 39.3031, 3.72847, -1, -1
8, 0.249738, 22821, 124959, 39.3031, 3.72658, -1, -1
9, 0.080205, 22821, 124959, 40.5579, 3.72203, -1, -1
6, 0.040211, 25131, 134928, 53.99, 3.78048, -1, -1
7, 0.558033, 23158, 126868, 23.5255, 3.7344, -1, -1
8, 0.264427, 23158, 126854, 23.5255, 3.73022, -1, -1
9, 0.079049, 23158, 126854, 23.5255, 3.71956, -1, -1
6, 0.038866, 24852, 133334, 23.5255, 3.75094, -1, -1
7, 0.529708, 23168, 126930, 23.5255, 3.72432, -1, -1
8, 0.257487, 23168, 126933, 23.5255, 3.72191, -1, -1
9, 0.079206, 23168, 126933, 21.7725, 3.71645, -1, -1
6, 0.038321, 24750, 132784, 21.7725, 3.7426, -1, -1
7, 0.528796, 23165, 126918, 9.81389, 3.72001, -1, -1
8, 0.258121, 23165, 126925, 9.81389, 3.7188, -1, -1
9, 0.078049, 23165, 126925, 7.99994, 3.71378, -1, -1
7, 0.508401, 23080, 126488, 7.99994, 3.71381, -1, -1
4, 21.6179, 23080, 126488, 7.99994, 3.71381, -1, -1
5, 0.145375, 13809, 54048, 7.90057, 3.725, -1, -1
-1, 23.9113, 13809, 54048, 7.90057, 3.725, 0, 87
